sim_text,sim_value,name
工业丝用聚对苯二甲酸乙二醇酯的制备方法,0.82848924,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
壬二胺的合成方法,0.8218594,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种除硫-杀菌-缓蚀一体处理剂及其制备方法,0.815596,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
由黄磷尾气制备甲酸钙的连续生产方法,0.8151996,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
由乙二醇制备羟基乙酸的方法,0.8066083,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
合成甲基丙烯酸甲酯的催化剂及其制备方法和应用,0.7608142,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种由乙二醇制备羟基乙酸的方法,0.8052446,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种新型的特异性多臂聚乙二醇衍生物及其制备方法,0.79289514,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种氯化钙的制备方法,0.7903203,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种用于二氧化碳还原的钌基催化剂及其制备方法和应用,0.7735821,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
碳酸二甲酯的纯化方法,0.77168906,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
功能基化的脂质体及其制备方法及应用,0.77078325,骨化三醇或骨化二醇的生产促进用缓冲液组合物及利用其的骨化三醇或骨化二醇的制造方法
一种电磁屏蔽装置,0.5747668,屏蔽电线
一种防线缆完全撤回的电力施工用放线装置,0.8538689,屏蔽电线
线束,0.8508247,屏蔽电线
一种静电防护电路,0.84156334,屏蔽电线
线缆连接器,0.83201355,屏蔽电线
一种电器收线结构,0.8555454,屏蔽电线
电线绞合装置及电线绞合方法,0.8600776,屏蔽电线
绝缘电线、线圈和电气/电子设备,0.8628852,屏蔽电线
"一种合成1,2-二羰基类化合物的方法",0.7175959,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种苯酚直接氨化制苯胺的方法,0.7472048,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种磺酸基双子离子液体为催化剂合成乙氧基喹啉的方法,0.7435297,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"溴邻苯二酚1,2双加氧酶编码基因在合成2-溴粘康酸的应用",0.7347601,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种丙烯醛缩醛/苯胺反应制备喹啉衍生物的催化剂及其制备方法,0.7320957,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"苦木生物碱作为吲哚胺-2,3-双加氧酶抑制剂的用途",0.7317854,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种聚3-己基噻吩包覆二氧化钛复合金光催化剂的制备方法,0.7247327,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"通过偏三甲苯氧化制备2,3,5-三甲基氢醌中间体2,3,5-三甲基苯醌的方法",0.7362087,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种高效表达制备UDP-葡萄糖-己糖-1-磷酸尿苷酰转移酶的方法,0.70670104,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
N-氰乙基-N-苄基苯胺的生产设备及方法,0.5983774,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"1,4-二羟基蒽醌类衍生物及其制备方法和应用",0.5113089,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
2-硝基-4-甲砜基苯甲酸的制备方法,0.5162734,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"一种氢化偶联催化剂及其制备方法及制备1,1,1,4,4,4-六氟-2-丁烯的方法",0.582848,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种制备1-烷基-3-烷基吡唑-5-甲酸酯的方法,0.6832045,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种N-乙酰基菲啶-6-酰胺及其衍生物的合成方法,0.5929807,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种合成N-芳基甲酰胺类化合物的方法,0.59355855,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种α-钠代甲酰基-β-甲酰胺基丙腈的提纯方法,0.59380525,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种N-苯基乙酰胺类化合物的合成方法,0.59621024,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"聚合物4-(N,N′-双(4-羧基苄基)氨基)苯磺酸镧及合成方法",0.5874633,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"一种N,N-二环己基脲的合成方法",0.6031936,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种巯基噻唑啉酸水解制备半胱胺盐酸的改进工艺,0.6284626,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
α-(邻氯苯胺基)次甲基-β-甲酰胺基丙腈提纯方法,0.6496833,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
"一种2,4,5-三取代咪唑化合物的制备方法",0.65244085,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
多取代2-氨基吡啶类化合物及其在制备抗肿瘤药物中的应用,0.6573713,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种N-乙酰-L-半胱氨酸的制备方法,0.6814337,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种3-氨基氮杂环丁烷的合成方法,0.61261106,"用于通过N-酰基或N-胍基保护的1,4-丁二胺前体制备1,4-丁二胺的方法"
一种涤纶织物的玫红色染色用分散剂,0.88498485,一种在织品上提供三维图案的贴花及其制作和使用方法
一种梭织织物的梭织工艺,0.87574035,一种在织品上提供三维图案的贴花及其制作和使用方法
图案化方法,0.8765118,一种在织品上提供三维图案的贴花及其制作和使用方法
一种天然植物染料及其在印染工艺中的应用,0.8772516,一种在织品上提供三维图案的贴花及其制作和使用方法
一种显示面板、显示装置及显示面板的制作方法,0.8815952,一种在织品上提供三维图案的贴花及其制作和使用方法
一种实现图像处理的方法及装置,0.88275284,一种在织品上提供三维图案的贴花及其制作和使用方法
一种复合台布及其制备方法,0.89367104,一种在织品上提供三维图案的贴花及其制作和使用方法
仿生地毯的制造方法,0.88558125,一种在织品上提供三维图案的贴花及其制作和使用方法
一种用于织造涤棉混纺面料的纱线的染色工艺,0.8889706,一种在织品上提供三维图案的贴花及其制作和使用方法
纸基生物传感器图案的制作方法,0.8927803,一种在织品上提供三维图案的贴花及其制作和使用方法
一种纸的加工设备及其使用方法,0.89431196,一种在织品上提供三维图案的贴花及其制作和使用方法
一种墙体的制作方法,0.89787614,一种在织品上提供三维图案的贴花及其制作和使用方法
一种化妆棉及其制备方法和制备系统,0.8657621,一种在织品上提供三维图案的贴花及其制作和使用方法
用于产生光学可变印刷图案的方法,0.87030935,一种在织品上提供三维图案的贴花及其制作和使用方法
在建筑施工中实现对壁纸裱糊的施工方法,0.85829806,一种在织品上提供三维图案的贴花及其制作和使用方法
一种贴标设备的上胶装置及方法,0.8602648,一种在织品上提供三维图案的贴花及其制作和使用方法
一种二维码生成方法及装置,0.8291548,一种在织品上提供三维图案的贴花及其制作和使用方法
一种用于制造三维对象的方法和设备,0.7628763,一种在织品上提供三维图案的贴花及其制作和使用方法
装饰片及其制造方法,0.81138474,一种在织品上提供三维图案的贴花及其制作和使用方法
适用于标准化生产的墙面编织装饰的建材及其制造方法,0.8234877,一种在织品上提供三维图案的贴花及其制作和使用方法
一种新型图案描绘方法,0.82691115,一种在织品上提供三维图案的贴花及其制作和使用方法
制造具有针织部件的鞋类鞋面的方法,0.82292306,一种在织品上提供三维图案的贴花及其制作和使用方法
一种三极管及其制作方法,0.8333638,一种在织品上提供三维图案的贴花及其制作和使用方法
一种仿麻布的染整工艺,0.8416109,一种在织品上提供三维图案的贴花及其制作和使用方法
光压印用固化性组合物及使用其的图案形成方法,0.8523443,一种在织品上提供三维图案的贴花及其制作和使用方法
一种显示面板及其制作方法、显示装置,0.85658604,一种在织品上提供三维图案的贴花及其制作和使用方法
一种发光牌及其制作方法,0.8571609,一种在织品上提供三维图案的贴花及其制作和使用方法
无线通信系统中发送和接收下行链路信号的方法及其装置,0.5796734,通信网络信号发送
一种电力线载波通信协调下的可见光信标系统,0.7577442,通信网络信号发送
一种信号发送、信号接收方法以及相关设备,0.6421425,通信网络信号发送
用于信号隔离传输的电路,0.65426093,通信网络信号发送
信号传输方法、相关设备及系统,0.71118027,通信网络信号发送
一种网络通信方法及设备,0.7262888,通信网络信号发送
一种控制信息发送方法、接收方法、发送设备和接收设备,0.7498484,通信网络信号发送
多波束自组织网络信道接入控制方法,0.78973216,通信网络信号发送
发送上行信息、发送与接收下行信息、系统调度方法和装置,0.76637113,通信网络信号发送
光通信系统以及方法,0.80883604,通信网络信号发送
一种无线通信方法及系统,0.8249925,通信网络信号发送
心音信号分类方法及终端设备,0.82140553,通信网络信号发送
一种太赫兹波通讯方法,0.8213592,通信网络信号发送
一种音频数据通信方法,0.8179662,通信网络信号发送
发送上行控制信息的方法和移动台,0.8134091,通信网络信号发送
专用组网通信系统及方法,0.81057906,通信网络信号发送
基于传感器控制的信标组件及控制信标组件的方法,0.8103542,通信网络信号发送
一种接收信号的处理方法及装置,0.80233955,通信网络信号发送
导航信号的恒包络复用方法、生成装置以及接收方法,0.79153156,通信网络信号发送
信息传输方法、基站和用户设备,0.7770879,通信网络信号发送
在无线通信系统中利用与标识结合的接收时间,0.7850319,通信网络信号发送
信息传输的方法和装置,0.7982129,通信网络信号发送
一种电池模组支架结构,0.6870536,具有支架的输送系统
一种放射性物运输保护系统的使用方法,0.6711503,具有支架的输送系统
一种便于安装的纺织机械用支架,0.6840046,具有支架的输送系统
一种输送流体管道的排渣装置,0.6800402,具有支架的输送系统
一种异形支承架制作方法及其支承架,0.6788041,具有支架的输送系统
一种便携式建筑施工用图纸支撑装置,0.67780566,具有支架的输送系统
一种减振支撑杆装置,0.6725993,具有支架的输送系统
用于结构完整性的穿孔火焰保持器支撑构件,0.6725455,具有支架的输送系统
一种具有固定功能的工业物流用输送板,0.67196745,具有支架的输送系统
一种客车用线束安装支架,0.63160765,具有支架的输送系统
一种支撑杆和支撑架,0.6524165,具有支架的输送系统
一种作动筒支座结构,0.6447606,具有支架的输送系统
一种封堵铝片气动输送装置,0.68964237,具有支架的输送系统
悬架臂支承构造,0.6297905,具有支架的输送系统
换挡装置的支撑结构,0.625541,具有支架的输送系统
具有缓冲结构的液压传动结构,0.614387,具有支架的输送系统
便携式电子设备支撑组件,0.61324525,具有支架的输送系统
支架固定结构及机器人,0.6001092,具有支架的输送系统
一种通讯基站用支撑架,0.56375897,具有支架的输送系统
一种测量支架,0.5018184,具有支架的输送系统
一种矿用单体液压支柱移动装置,0.6881175,具有支架的输送系统
一种输液管的检测装置,0.70215523,具有支架的输送系统
一种机柜承重抗震式稳定支架,0.69324726,具有支架的输送系统
吊床快速安装调节支架结构,0.7018396,具有支架的输送系统
一种送进液压系统,0.7064803,具有支架的输送系统
一种可移动皮带输送装置,0.70724344,具有支架的输送系统
轮毂电动机单元与支柱式悬架装置的连结构造,0.7079604,具有支架的输送系统
具有多功能安装支架的安全头盔,0.7090648,具有支架的输送系统
输送固定夹具,0.6995189,具有支架的输送系统
癌症的免疫疗法,0.84450376,用于治疗前列腺癌的组合物
用于治疗癌症的NOTCH和PI3K/MTOR抑制剂的组合疗法,0.8981435,用于治疗前列腺癌的组合物
用于治疗癌症的NOTCH和CDK4/6抑制剂的组合疗法,0.8906626,用于治疗前列腺癌的组合物
一种药物组合物的制备方法,0.8504987,用于治疗前列腺癌的组合物
药物组合物,0.8461167,用于治疗前列腺癌的组合物
用于增强超抗原介导的癌症免疫疗法效力的方法和组合物,0.8206212,用于治疗前列腺癌的组合物
癌症疗法,0.8431768,用于治疗前列腺癌的组合物
一类新型萘酚类化合物的制备及其在癌症治疗方面的应用,0.8384409,用于治疗前列腺癌的组合物
用于癌症治疗的SMC联合疗法,0.8166277,用于治疗前列腺癌的组合物
用于改善由抗癌药引起的末梢神经障碍的组合物,0.7878826,用于治疗前列腺癌的组合物
用于癌症免疫治疗的肽和肽组合物,0.7252363,用于治疗前列腺癌的组合物
用于阻止或减缓前列腺癌的进展的神经丝肽,0.674811,用于治疗前列腺癌的组合物
一种治疗脑癌的药物及其制备方法,0.74811554,用于治疗前列腺癌的组合物
转子压缩机,0.76611537,轴向间隙型旋转电机
一种径向轴承轴向电机的盘式磁悬浮开关磁阻电机,0.7651888,轴向间隙型旋转电机
轴承,0.80353934,轴向间隙型旋转电机
一种转动式镰锯,0.7989133,轴向间隙型旋转电机
一种可变高径比的垂直轴风机叶轮连杆,0.78996164,轴向间隙型旋转电机
一种异型端面补偿弹性体凸轮转子泵,0.77754414,轴向间隙型旋转电机
涡轮发动机的主动间隙控制结构,0.7674293,轴向间隙型旋转电机
一种连接转动轴,0.76583856,轴向间隙型旋转电机
一种转轴中心水冷的电机冷却结构,0.761908,轴向间隙型旋转电机
用于切割机的转向连接装置,0.80984443,轴向间隙型旋转电机
一种涡旋压缩机的不对称双涡旋齿,0.7608271,轴向间隙型旋转电机
相对旋转部的电传送装置,0.7422147,轴向间隙型旋转电机
空气轴承电主轴5自由度耦合刚性转子系统动态设计方法,0.73590666,轴向间隙型旋转电机
转子、旋转电机以及转子的制造方法,0.64593345,轴向间隙型旋转电机
转子和旋转电机,0.59348744,轴向间隙型旋转电机
一种轴类零件钻径向孔的夹具,0.80687207,轴向间隙型旋转电机
可调节轴承合套仪,0.8037614,轴向间隙型旋转电机
一种转子冲片以及具有该冲片的转子铁芯、电机,0.8144671,轴向间隙型旋转电机
一种新型电梯缓冲轴,0.8146021,轴向间隙型旋转电机
轴组件,0.820407,轴向间隙型旋转电机
永磁电机转子斜极方法,0.8230336,轴向间隙型旋转电机
齿轮式涡轮机,0.82993567,轴向间隙型旋转电机
一种大型齿轮自动倒角装置及使用方法,0.83528274,轴向间隙型旋转电机
应用于多个lora网关之间的物联网通讯方法及系统,0.7368312,用于中间联网设备的可验证的服务策略实现
一种互动可靠信息处理系统,0.7138683,用于中间联网设备的可验证的服务策略实现
一种用于监听PDCCH的方法、终端及网络设备,0.7164748,用于中间联网设备的可验证的服务策略实现
一种安全防护设备联动防御策略智能决策方法及系统,0.7418318,用于中间联网设备的可验证的服务策略实现
一种连通性检测方法、流转发设备及网络控制器,0.71997106,用于中间联网设备的可验证的服务策略实现
一种网络切换方法和终端设备,0.7253384,用于中间联网设备的可验证的服务策略实现
一种基于软件可定义的实时传输机制,0.72314954,用于中间联网设备的可验证的服务策略实现
一种被用于无线通信的用户设备、基站中的方法和装置,0.72169155,用于中间联网设备的可验证的服务策略实现
一种被用于无线通信的用户、基站中的方法和设备,0.7075009,用于中间联网设备的可验证的服务策略实现
用于对可编程医疗系统中的无线编程设备进行认证的系统和方法,0.7199263,用于中间联网设备的可验证的服务策略实现
一种基于终端交互的物品共享方法及系统,0.70803094,用于中间联网设备的可验证的服务策略实现
由用户终端实行的无线通信方法,0.65624136,用于中间联网设备的可验证的服务策略实现
用于机器类型通信的移动性管理实体、用户设备及方法,0.70694286,用于中间联网设备的可验证的服务策略实现
一种实时查询多台设备联网状态的系统和方法,0.6975428,用于中间联网设备的可验证的服务策略实现
基于互联网的在线商品监控方法、装置、设备及存储介质,0.65802115,用于中间联网设备的可验证的服务策略实现
一种基于商品数据的物联网设备能力本体自构建方法,0.74364376,用于中间联网设备的可验证的服务策略实现
用于实现通信节点的测试的方法和设备,0.6062666,用于中间联网设备的可验证的服务策略实现
一种智能设备联网的方法和智能联网设备,0.6928548,用于中间联网设备的可验证的服务策略实现
一种工作流程关键点的验证方法及装置,0.6903392,用于中间联网设备的可验证的服务策略实现
一种联网的方法及终端、物联网平台,0.68970764,用于中间联网设备的可验证的服务策略实现
一种用户识别方法、装置及服务器,0.6437399,用于中间联网设备的可验证的服务策略实现
一种车联网的服务请求方法和装置,0.679784,用于中间联网设备的可验证的服务策略实现
一种配置数据确认方法、业务监测方法及装置,0.6659317,用于中间联网设备的可验证的服务策略实现
无线通信系统中的方法和设备,0.68187743,用于中间联网设备的可验证的服务策略实现
辅助装置、辅助装置的控制方法及计算机可读取记录介质,0.4550412,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
车辆及其控制方法、控制装置和计算机可读存储介质,0.40781832,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
界面操作方法、装置、电子设备和计算机可读存储介质,0.55647624,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
图像检查装置以及储存有程序的计算机可读取的记录介质,0.45834634,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
存储装置、存储系统及所述存储装置的操作方法,0.46717274,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
系统风扇控制方法、系统及计算机可读存储介质,0.47851998,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
流量控制装置、流量控制方法和程序存储介质,0.5066588,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
定时任务的监控方法、计算机可读存储介质和终端设备,0.50789964,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
连接检测方法、装置、计算机设备以及可读存储介质,0.51564014,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
监控数据获取方法、装置、设备及计算机可读存储介质,0.5168548,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
打印控制装置、其控制方法和存储介质,0.5190107,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
无线电能发射装置及其控制方法、计算机可读存储介质,0.52009964,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
控制方法与装置、飞行时间设备、终端及计算机可读存储介质,0.5204917,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
应用程序测试方法、装置、电子设备及存储介质,0.56852967,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
一种设备自调节方法、装置、可读存储介质及车辆,0.56713206,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
移动终端控制方法、移动终端及计算机可读存储介质,0.56376845,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
进程启动方法、电子设备、系统及存储介质,0.52338755,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
存储器系统、存储器控制器及其操作方法,0.52419484,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
数据传输方法、装置、电子设备及计算机可读存储介质,0.530114,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
一种无线通讯方法、终端及计算机可读存储介质,0.53433913,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
一种温度控制方法、相关装置及可读存储介质,0.53585935,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
交互方法、装置和计算机可读存储介质,0.5389209,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
在计算设备上呈现信息的方法、装置、设备及可读介质,0.54480875,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
一种信息处理方法、装置、服务器及计算机可读存储介质,0.54507005,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
一种功能触发方法、系统、装置及计算机可读存储介质,0.42037228,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
图像调整方法、装置、电子设备和计算机可读存储介质,0.5484653,通知装置、通知系统、通知装置的控制方法、控制程序以及存储有该程序的计算机可读取存储介质
装饰材料,0.8869027,颜料套装
家居服套装(小熊印花),0.81157964,颜料套装
叠层涂膜及涂装物,0.8750579,颜料套装
一种具有温度响应性能的聚酰亚胺材料及其制备方法,0.6785972,热敏记录材料及其制造方法
烧结材料及使用该材料的附着方法,0.6379212,热敏记录材料及其制造方法
一种热塑性聚合物制品及其制备方法,0.63847303,热敏记录材料及其制造方法
建筑骨料及其制备方法和其应用,0.653354,热敏记录材料及其制造方法
食品用干燥剂及其制备方法,0.6695242,热敏记录材料及其制造方法
一种模拟热源芯片及其制作方法,0.6162902,热敏记录材料及其制造方法
一种溶剂热法制备炭载贵金属催化剂的方法,0.72916013,热敏记录材料及其制造方法
用于生产电极材料的方法,0.69070274,热敏记录材料及其制造方法
一种抗菌高分子材料及其制备方法与应用,0.6926081,热敏记录材料及其制造方法
一种高温合金的制备方法,0.70466757,热敏记录材料及其制造方法
熔剂的使用方法,0.709779,热敏记录材料及其制造方法
气体敏感芯片及其制备方法,0.6135972,热敏记录材料及其制造方法
电热薄膜组件及其制作方法,0.7300419,热敏记录材料及其制造方法
铁电存储器件及其制造方法,0.7282456,热敏记录材料及其制造方法
一种电刷组合物及其制备方法,0.7364504,热敏记录材料及其制造方法
电磁感应器件及其制作方法,0.72869366,热敏记录材料及其制造方法
一种基于磁性粒子的导电导热图案的制备方法,0.73681366,热敏记录材料及其制造方法
电芯主体及其制备方法、超薄电池及其制备方法,0.74839604,热敏记录材料及其制造方法
制造物件的方法和用于基于金属的增材制造的设备,0.7530846,热敏记录材料及其制造方法
一种用于高紫外线环境电缆料的制备方法及其应用,0.7533253,热敏记录材料及其制造方法
一种绝缘导热电缆料及其制备方法,0.75660354,热敏记录材料及其制造方法
MOF复合材料及其制备方法和应用,0.7322185,热敏记录材料及其制造方法
制备生物炭的方法以及实施其的系统,0.7114149,热敏记录材料及其制造方法
用于电热电池模型的生成与使用的系统及方法,0.7128485,热敏记录材料及其制造方法
凝固物的制造方法,0.7165755,热敏记录材料及其制造方法
一种减振材料及其制备方法,0.7174821,热敏记录材料及其制造方法
一种强度参数可控的岩土相似材料及其制备方法,0.72394925,热敏记录材料及其制造方法
一种投资组合的大数据可视化系统与方法,0.7427061,基于场景内容可视化点云数据的方法
一种IP资产可视化管理方法及系统,0.8327902,基于场景内容可视化点云数据的方法
一种基于点云数据的轮胎胎角性质检测方法,0.7647732,基于场景内容可视化点云数据的方法
一种云环境下高效安全的外包大数据审计方法,0.7762843,基于场景内容可视化点云数据的方法
一种基于云计算的并发数据处理方法,0.7133665,基于场景内容可视化点云数据的方法
一种基于用户心理行为的云制造知识服务优选方法,0.7946404,基于场景内容可视化点云数据的方法
一种数据在信息系统中流转分布展现的方法及系统,0.8428892,基于场景内容可视化点云数据的方法
基于生成对抗网络的智能化软件测试及云平台构建方法,0.84798735,基于场景内容可视化点云数据的方法
一种由微云系统构成的贯标支持云系统,0.8809924,基于场景内容可视化点云数据的方法
一种基于云计算分析平台的术后评估系统,0.8205941,基于场景内容可视化点云数据的方法
一种基于多目标优化的云工作流调度方法及装置,0.66881347,基于场景内容可视化点云数据的方法
一种交通驾驶汽车防追尾的便于拆卸的保护装置,0.8673426,在牵引拖车的车辆中安全超驰无意识加速保护
汽车油门意外主动安全系统,0.85384434,在牵引拖车的车辆中安全超驰无意识加速保护
车辆的超速控制装置,0.66460013,在牵引拖车的车辆中安全超驰无意识加速保护
用于超控车辆限制系统的系统和方法,0.86707795,在牵引拖车的车辆中安全超驰无意识加速保护
车辆拖挂装置的电容监测,0.8830116,在牵引拖车的车辆中安全超驰无意识加速保护
一种牵引车与半挂车连接辅助装置,0.8931768,在牵引拖车的车辆中安全超驰无意识加速保护
拖曳绞车应急释放系统,0.8061476,在牵引拖车的车辆中安全超驰无意识加速保护
用于控制内燃机的方法和系统,0.7611511,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于控制车辆的方法和装置,0.6712561,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种引导驾驶的驾驶辅助方法及其系统,0.709509,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种计算机系统的节能方法及计算机系统,0.7153437,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
车辆控制装置、车辆控制方法及存储介质,0.7167357,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
智能汽车的防撞控制方法、装置及存储介质,0.73339945,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种新型汽车风道结构,0.74131376,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
车辆及其控制方法,0.7601018,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种车辆驾驶辅助装置及方法,0.76666,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种汽车领域使用的制动系统,0.76272595,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于车辆定位的方法和系统,0.7860053,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
作业车辆的控制系统及作业车辆的控制方法,0.78480816,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种推荐方法、装置、设备和存储介质,0.783925,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
作业车辆的控制系统、控制方法及作业车辆,0.7723992,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种车辆启动的限制方法、装置及系统,0.72016305,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种车辆能量管理方法及相关设备,0.6060787,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于燃料电池车辆的发电系统和发电方法,0.66812325,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于车辆的燃料系统、包括其的车辆和供给燃料的方法,0.43471342,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于选择自主车辆中的驾驶模式的系统和方法,0.6142398,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于运行车辆的方法,0.6459291,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种汽车引擎用节能环保装置及其制备方法,0.5232331,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
用于车辆推进系统中的燃料控制的方法及系统,0.46089146,在车辆中推荐节约燃料的驾驶风格的方法、系统和设备
一种定位目标取脉点的方法及装置,0.85311586,针头在皮内注射装置中的定位
一种用于采血针的防滴血和防针刺保护装置,0.7756502,针头在皮内注射装置中的定位
注射装置、注塑系统及注塑工艺,0.7672444,针头在皮内注射装置中的定位
注射器,0.7614037,针头在皮内注射装置中的定位
一种采血针持针器,0.85833985,针头在皮内注射装置中的定位
针管刃面的定向机构,0.77819437,针头在皮内注射装置中的定位
显示模组及其制备方法,0.83853495,双工器模块
缓冲连接模组件的模切工艺,0.7897918,双工器模块
